name,category,address,lat,lon
La plaça de Sant Gaietà,otro,Pl Sant Gaietà 5,41.4,2.12
Plaça del Sol,otro,Pl Sol 6,41.402,2.157
El carrer de Campoamor,otro,C Campoamor 4,41.433,2.158
Platja de Llevant,Platja,Av Litoral 114,41.405,2.218
Casa Barangé,otro,Pl Mons 4,41.413,2.144
Casa Josep Castelló,otro,C Sors 23,41.409,2.158
Casa Martí Trias i Domènech,otro,C Olot 5,41.414,2.153
Plaça del Rei,otro,Pl Rei 1,41.384,2.177
Drogueria Rovira Antiga Drogueria Galvany,otro,Madrazo 127,41.397,2.145
Espai Gaudí: Pis Golfes i Terrat,otro,Provença 261,41.395,2.162
Torre de les Aigües del Besòs,otro,Plaça de Ramon Calsina 1,41.405,2.213
Cafeteria Restaurant Cafè de l'Òpera,Restaurant,Carrer la Rambla 74,41.381,2.174
BAU Centre Universitari d'Arts i Disseny de Barcelona,Centre,C Pujades 118,41.398,2.196
Centre de Convencions Internacional de Barcelona,Centre,Plaça de Willy Brandt 11,41.409,2.219
Estació BarcelonaSants de RENFE,otro,Pl Països Catalans 1,41.38,2.141
Club Natació Catalunya,Club,Carrer d'Ana María Matute Ausejo 25,41.415,2.158
Santuari de Santa Eulàlia de Vilapicina,otro,C Pere d'Artés 2,41.431,2.173
Sarrià,otro,C Major de Sarrià 63,41.398,2.122
La Sardineta. Grup d'Ecoconsum de la Barceloneta,destacat,C Cermeño 7,41.382,2.191
L'Hortet del Forat,otro,C Pou de la Figuera 1,41.387,2.18
El Pla de Palau,Palau,Pla Palau 1,41.383,2.183
Masia Can Valent,otro,Av Rio de Janeiro 51,41.436,2.18
Centre Cívic Can Verdaguer,Centre,Carrer de Piferrer 94,41.434,2.179
Kasa de la Muntanya KM,otro,Av Santuari St Josep Muntanya 19,41.41,2.154
Àntiga Fàbrica de Làmpades Z,otro,Pg Zona Franca 185,41.361,2.138
CaixaForum Barcelona,otro,Avinguda de Francesc Ferrer i Guàrdia 6,41.371,2.15
Biblioteca Clarà,otro,Carrer del Doctor Carulla 22,41.4,2.129
La Plaça de Catalunya,otro,Pl Catalunya 2,41.386,2.169
Mercat Horta,Mercat,Carrer de Lisboa 34,41.429,2.157
Cementiri Montjuïc,Cementiri,Carrer de la Mare de Déu de Port 56,41.354,2.149
Associació del Passeig de Gràcia,otro,Carrer de Mallorca 249,41.393,2.161
Hotel d'Entitats de Can Guardiola,otro,Cuba 2,41.43,2.189
Centre Cívic Can Basté,Centre,Passeig de Fabra i Puig 274,41.43,2.173
El passatge d'Antoni Gassol,otro,Ptge Antoni Gassol 1,41.413,2.196
Pla de la Seu,otro,Pla de la Seu 1,41.384,2.176
L'Hort del Cànem,otro,Carrer de la Llacuna 31,41.399,2.201
Parròquia de Sant Genís dels Agudells,Parròquia,C Saldes 3,41.428,2.137
Parc del Clot,Parc,Escultors Claperós 55,41.408,2.19
Sant Andreu Teatre,otro,C Neopàtria 54,41.431,2.189
Centre Cívic Torre Llobeta,Centre,Carrer de Santa Fe 2,41.427,2.174
Fàbrica de Creació Ateneu Popular 9 Barris,otro,C Portlligat 11,41.449,2.18
Parc de les Aigües,Parc,Pl Alfons el Savi 3,41.414,2.165
Parc de la Guineueta,Parc,Plaça de la República 9,41.439,2.174
Museu Marítim de Barcelona,Museu,Avinguda de les Drassanes 1,41.376,2.176
Monestir de Santa Maria de Valldonzella,otro,C Císter 41,41.412,2.131
Palau Montaner,Palau,C Mallorca 278,41.396,2.165
Palau Macaya,Palau,Pg Sant Joan 108,41.4,2.169
Palau Robert  Centre d'Informació de Catalunya,Centre,Pg Gràcia 107,41.396,2.16
Fundació Universitaria Agustí Pedro Pons,otro,Av Vallvidrera 25,41.407,2.114
El Born Centre de Cultura i Memòria,Centre,Plaça Comercial 12,41.386,2.184
Casa Thomas,otro,Mallorca 291,41.397,2.166
Can Fabra,otro,Plaça de Can Fabra 1,41.435,2.191
Club Natació Sant Andreu,Club,Rbla Fabra i Puig 47,41.43,2.186
Antiga Seu Editorial Gustavo Gili,otro,Rosselló 87,41.386,2.148
Parròquia de Santa Maria del Pi  Basílica,Parròquia,Pl Pi 7,41.382,2.174
Parròquia de Santa Maria del Remei,Parròquia,Pl Concòrdia 1,41.387,2.132
Parròquia de Maria Auxiliadora,Parròquia,Pg Sant Joan Bosco 70,41.395,2.128
Club Esportiu Europa,Club,Carrer de Pau Alsina 138,41.412,2.16
Museu d'Arqueologia de Catalunya,Museu,Passeig de Santa Madrona 39,41.37,2.158
Biblioteca Barceloneta   La Fraternitat,destacat,Carrer de Felícia Fuster i Viladecans 8,41.379,2.189
Palau de la Virreina,Palau,la Rambla 99,41.383,2.172
Associació de Comerciants i Veïns de Creu Coberta,otro,C Callao 9,41.376,2.143
Parròquia de Sant Medir,Parròquia,C Constitució 17,41.37,2.138
Obelisc del Cinc d'Oros,otro,Pl Joan Carles I 9999,41.397,2.16
Funicular de MontjuïcTMB,destacat,Av Paral.lel 59,41.375,2.17
Espai Subirachs  Poblenou,otro,Carrer de Batista 6,41.404,2.2
Impremta Baltasar,otro,Gran de Sant Andreu 152,41.432,2.189
L'Aqüeducte de Ciutat Meridiana,otro,Av Rasos de Peguera 53,41.46,2.175
El barri del Bon Pastor,otro,C Estadella 65,41.435,2.205
El Campus de Comunicació,otro,Carrer de Roc Boronat 134,41.404,2.194
Masia Torre Rodona  Can Vinyals de la Torre,otro,C Doctor Salvador Cardenal 7,41.386,2.124
Ateneu d'Innovació Digital i Democràtica  Canòdrom,otro,C Concepción Arenal 165,41.427,2.184
Parc de Cervantes,Parc,Av Diagonal 706,41.385,2.109
Ca l'Artés,otro,C Pere d'Artés 8,41.431,2.173
Plaça Eivissa,otro,Pl Eivissa 1,41.43,2.161
Casa Estapé,otro,Pg Sant Joan 6,41.392,2.18
Cases Rocamora,otro,Pg Gràcia 6,41.389,2.169
Casa Malagrida,otro,Pg Gràcia 27,41.391,2.166
Forn de la Concepció,otro,C Girona 74,41.395,2.171
Casa Queraltó,otro,Rbla Catalunya 88,41.393,2.161
Casa Jaume Forn,otro,C València 285,41.395,2.167
Casa Santurce,otro,C València 293,41.396,2.167
Casa Granell *Balmes,otro,C Balmes 65,41.39,2.161
Casa Vallet i Xiró,otro,C Mallorca 302,41.397,2.167
El carrer de Canet,otro,C Canet 36,41.399,2.123
Dipòsit del Rei Martí,otro,C Bellesguard 14,41.409,2.127
Casa de la Marina,otro,Pg Joan Borbó Comte Barcelona 42,41.378,2.188
La carretera de les Aigües sector HortaGuinardó,otro,Ctra Aigües 361,41.421,2.132
L'Aqüeducte del Parc Central de Nou Barris,Parc,Pl Major de Nou Barris 1,41.437,2.171
Can Fontanet  Centre d'Interpretació dels Tres Tombs de Sant Andreu,Centre,C Sant Adrià 20,41.434,2.191
Carrer Aiguafreda,otro,C Aiguafreda 1,41.427,2.159
Casa Anoll,otro,C Josep Torres 2,41.4,2.161
Cases modernistes del carrer de Sants,otro,C Sants 211,41.375,2.133
El Rec Comtal,otro,C Oristà 16,41.465,2.186
Cases Barates del Bon Pastor,otro,C Bellmunt 28,41.438,2.206
Rambla de Fabra i Puig,otro,C Concepción Arenal 211,41.43,2.185
MUHBA Museu d'Història de Barcelona  Oliva Artés,Museu,Carrer d'Espronceda 142,41.408,2.201
Espai de Memòria de les Catorze Roses,otro,Av Diagonal 706,41.385,2.109
Pati Geològic,otro,C Martí i Franquès 2,41.384,2.12
Conjunt de Torretes al carrer Verdi,otro,C Verdi 144,41.407,2.153
El Canal de la Infanta,otro,C Mare de Déu de Port 56,41.354,2.149
Bodega Josefa,otro,C Saragossa 86,41.404,2.146
El camí de Finestrelles i el mirador,otro,Camí Finestrelles 2,41.387,2.101
El passeig de Sant Gervasi,otro,Pg Sant Gervasi 1,41.407,2.134
El Submarí de la Ronda,otro,C Isaac Newton 28,41.413,2.131
Cooperativa La Confiança Andreuenca,otro,C Pons i Gallarza 103,41.436,2.185
Cooperativa La Flor de Maig  sucursal núm. 7,otro,C Martí Molins 10,41.424,2.19
Museu d'Autòmats del Tibidabo,Museu,Pl Tibidabo 3,41.422,2.119
La plaça de la Bonanova,otro,Pl Bonanova nan,41.406,2.134
La plaça del Doctor Andreu,otro,Pl Doctor Andreu nan,41.416,2.131
Restaurant Bonanova,Restaurant,C Sant Gervasi de Cassoles 103,41.406,2.135
Avinguda de la Catedral,otro,Avinguda de la Catedral 1,41.385,2.175
Avinguda Maria Cristina,otro,Avinguda de la Reina Maria Cristina 1,41.373,2.151
Carrer Martí  i Franqués,otro,Carrer de Martí i Franquès 1,41.385,2.118
Hotel España  HB000073,otro,C Sant Pau 9,41.38,2.173
Plaça dels Àngels,otro,Plaça dels Àngels 1,41.383,2.168
Ronda de Sant Antoni,otro,Ronda de Sant Antoni 1,41.379,2.163
Antiga Estació de Rodalies Sant Andreu Comtal de RENFE,otro,Plaça de l'Estació 1,41.436,2.192
Casa Batlló,destacat,Pg Gràcia 43,41.392,2.165
Teatre Coliseum,otro,G.V. Corts Catalanes 595,41.388,2.166
Biblioteca Vapor Vell,otro,Passatge del Vapor Vell 1,41.377,2.135
Pavellons d'Entrada de l'Antiga Finca Güell,otro,Avinguda de Pedralbes 7,41.388,2.121
Moll de la Fusta *Escenari Besòs,otro,Moll de Bosch i Alsina 1,41.379,2.182
Moll de la Fusta *Escenari Llobregat,otro,Moll de Bosch i Alsina 1,41.379,2.182
Refugi antiaeri 292 carrer Piquer del Poblesec,otro,Carrer de Piquer 44,41.374,2.168
Passeig Lluis Companys  Arc de Triomf,otro,Passeig de Lluís Companys 9,41.39,2.181
Hotel Casa Fuster  HB004219,otro,Pg Gràcia 132,41.398,2.158
Jardins del Rector Oliveras,Jardins,Passatge del Rector Oliveras 2,41.395,2.168
Carrer Menéndez Pelayo,otro,Carrer de Menéndez y Pelayo 2,41.384,2.12
Restaurant El Asador de Aranda *Av Tibidabo,Restaurant,Av Tibidabo 31,41.413,2.134
OikoCrèdit Catalunya,otro,C Casp 43,41.392,2.174
Farmàcia Guinart Gómez de Arteche,otro,Carrer Gran de Sant Andreu 306,41.437,2.19
Centre Educatiu Monlau Sagrera,Centre,C Monlau 2,41.423,2.191
Palau de Congressos de Catalunya,Palau,Av Diagonal 661,41.384,2.11
Museu de Cera de Barcelona,Museu,Passatge de la Banca 5,41.377,2.177
Casa Serra,otro,Rbla Catalunya 126,41.396,2.158
Escola Superior de Música de Catalunya,Escola,C Padilla 155,41.399,2.185
Clínica Sant Jordi,otro,Pl Estació 12,41.437,2.193
Escola Superior de Disseny IED Barcelona,Escola,Carrer de Biada 11,41.405,2.155
Pla de l'Os  La Rambla,otro,Pla de la Boqueria 1,41.381,2.173
Farmàcia Franquesa Grau,otro,Carrer Gran de Sant Andreu 260,41.435,2.19
Fundació Joan Brossa,otro,Carrer de Flassaders 40,41.385,2.182
Edifici de La Caixa de Barcelona,otro,C Gran de Gràcia 18,41.398,2.157
Metro Fontana,otro,C Gran de Gràcia 170,41.403,2.153
La plaça d'en Joanic,otro,Pl Joanic nan,41.405,2.162
Mirador Joan Sales i Vallès,otro,Mirador de Joan Sales 0,41.416,2.153
Casa Rubinat,otro,C Or 44,41.405,2.158
Casa Tomàs Valls,otro,C Mare de Déu de la Salut 31,41.411,2.156
Edifici Modernista Riera de Sant Miquel 44,otro,C Riera de Sant Miquel 44,41.398,2.156
Parròquia rural de Santa Maria de Vallvidrera,Parròquia,Carretera de l'Església 93,41.419,2.099
Parc de Montjuïc,Parc,Pg Migdia 147,41.361,2.16
Platja de l'Espigó del Gas,Platja,Passeig Marítim de la Barceloneta  Oriol Bohigas nan,41.382,2.194
Parc Metropolità Collserola,Parc,Ctra Església 92,41.421,2.1
